phase,container,cpu_pct,mem_mb
idle,vvc-fluentbit,0.00,21
idle,vvc-fluentbit,0.00,21
idle,vvc-fluentbit,0.05,20.94
idle,vvc-fluentbit,0.05,20.94
idle,vvc-fluentbit,0.07,20.95
idle,vvc-fluentbit,0.07,20.95
idle,vvc-fluentbit,0.06,20.95
idle,vvc-fluentbit,0.06,20.95
idle,vvc-fluentbit,0.06,21.07
idle,vvc-fluentbit,0.06,21.07
idle,vvc-fluentbit,0.06,21.07
idle,vvc-fluentbit,0.10,21.07
idle,vvc-fluentbit,0.10,21.07
idle,vvc-fluentbit,0.06,20.95
idle,vvc-fluentbit,0.06,20.95
idle,vvc-fluentbit,0.05,20.95
idle,vvc-fluentbit,0.05,20.95
idle,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.00,20.91
load,vvc-fluentbit,0.00,20.91
load,vvc-fluentbit,0.11,20.91
load,vvc-fluentbit,0.11,20.91
load,vvc-fluentbit,0.06,20.91
load,vvc-fluentbit,0.06,20.91
load,vvc-fluentbit,0.07,20.89
load,vvc-fluentbit,0.07,20.89
load,vvc-fluentbit,0.07,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.12,20.89
load,vvc-fluentbit,0.12,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.10,20.89
load,vvc-fluentbit,0.10,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.10,20.91
load,vvc-fluentbit,0.10,20.91
load,vvc-fluentbit,0.05,20.91
load,vvc-fluentbit,0.05,20.91
load,vvc-fluentbit,0.05,20.91
load,vvc-fluentbit,0.05,20.91
load,vvc-fluentbit,0.05,20.91
load,vvc-fluentbit,0.06,20.91
load,vvc-fluentbit,0.06,20.91
load,vvc-fluentbit,0.06,20.91
load,vvc-fluentbit,0.06,20.91
load,vvc-fluentbit,0.09,20.92
load,vvc-fluentbit,0.09,20.92
load,vvc-fluentbit,0.05,20.92
load,vvc-fluentbit,0.05,20.92
load,vvc-fluentbit,0.05,20.92
load,vvc-fluentbit,0.06,20.92
load,vvc-fluentbit,0.06,20.92
load,vvc-fluentbit,0.10,20.92
load,vvc-fluentbit,0.10,20.92
load,vvc-fluentbit,0.05,20.92
load,vvc-fluentbit,0.05,20.92
load,vvc-fluentbit,0.11,20.96
load,vvc-fluentbit,0.11,20.96
load,vvc-fluentbit,0.11,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.11,21.07
load,vvc-fluentbit,0.11,21.07
load,vvc-fluentbit,0.11,21.07
load,vvc-fluentbit,0.05,21.07
load,vvc-fluentbit,0.05,21.07
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.09,21.06
load,vvc-fluentbit,0.09,21.06
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.09,20.95
load,vvc-fluentbit,0.09,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.08,21.05
load,vvc-fluentbit,0.08,21.05
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,92.18,25.65
load,vvc-fluentbit,92.18,25.65
load,vvc-fluentbit,98.63,79.76
load,vvc-fluentbit,98.63,79.76
load,vvc-fluentbit,103.42,89.28
load,vvc-fluentbit,103.42,89.28
load,vvc-fluentbit,100.17,94.08
load,vvc-fluentbit,100.17,94.08
load,vvc-fluentbit,100.17,94.08
