phase,container,cpu_pct,mem_mb
idle,vvc-fluentbit,0.00,21.36
idle,vvc-fluentbit,0.00,21.36
idle,vvc-fluentbit,0.06,21.15
idle,vvc-fluentbit,0.06,21.15
idle,vvc-fluentbit,0.05,21.2
idle,vvc-fluentbit,0.05,21.2
idle,vvc-fluentbit,0.10,20.95
idle,vvc-fluentbit,0.10,20.95
idle,vvc-fluentbit,0.06,20.95
idle,vvc-fluentbit,0.06,20.95
idle,vvc-fluentbit,0.06,20.95
idle,vvc-fluentbit,0.05,20.95
idle,vvc-fluentbit,0.05,20.95
idle,vvc-fluentbit,0.05,20.95
idle,vvc-fluentbit,0.05,20.95
idle,vvc-fluentbit,0.06,20.95
idle,vvc-fluentbit,0.06,20.95
idle,vvc-fluentbit,0.09,20.95
idle,vvc-fluentbit,0.09,20.95
load,vvc-fluentbit,0.00,20.95
load,vvc-fluentbit,0.00,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.10,20.93
load,vvc-fluentbit,0.10,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.07,20.9
load,vvc-fluentbit,0.07,20.9
load,vvc-fluentbit,0.05,20.9
load,vvc-fluentbit,0.05,20.9
load,vvc-fluentbit,0.10,20.9
load,vvc-fluentbit,0.10,20.9
load,vvc-fluentbit,0.06,20.9
load,vvc-fluentbit,0.06,20.9
load,vvc-fluentbit,0.06,20.9
load,vvc-fluentbit,0.05,20.9
load,vvc-fluentbit,0.05,20.9
load,vvc-fluentbit,0.05,20.9
load,vvc-fluentbit,0.05,20.9
load,vvc-fluentbit,0.05,20.9
load,vvc-fluentbit,0.05,20.9
load,vvc-fluentbit,0.10,21.03
load,vvc-fluentbit,0.10,21.03
load,vvc-fluentbit,0.06,20.92
load,vvc-fluentbit,0.06,20.92
load,vvc-fluentbit,0.05,20.92
load,vvc-fluentbit,0.05,20.92
load,vvc-fluentbit,0.05,20.92
load,vvc-fluentbit,0.06,20.92
load,vvc-fluentbit,0.06,20.92
load,vvc-fluentbit,0.05,20.92
load,vvc-fluentbit,0.05,20.92
load,vvc-fluentbit,0.09,20.9
load,vvc-fluentbit,0.09,20.9
load,vvc-fluentbit,0.05,20.9
load,vvc-fluentbit,0.05,20.9
load,vvc-fluentbit,0.05,20.9
load,vvc-fluentbit,0.05,20.9
load,vvc-fluentbit,0.05,20.9
load,vvc-fluentbit,0.06,20.9
load,vvc-fluentbit,0.06,20.9
load,vvc-fluentbit,0.07,20.9
load,vvc-fluentbit,0.07,20.9
load,vvc-fluentbit,0.14,21.02
load,vvc-fluentbit,0.14,21.02
load,vvc-fluentbit,0.14,21.02
load,vvc-fluentbit,0.09,20.92
load,vvc-fluentbit,0.09,20.92
load,vvc-fluentbit,0.06,20.92
load,vvc-fluentbit,0.06,20.92
load,vvc-fluentbit,0.05,20.92
load,vvc-fluentbit,0.05,20.92
load,vvc-fluentbit,0.05,20.92
load,vvc-fluentbit,0.06,20.92
load,vvc-fluentbit,0.06,20.92
load,vvc-fluentbit,0.10,20.93
load,vvc-fluentbit,0.10,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.09,21.04
load,vvc-fluentbit,0.09,21.04
load,vvc-fluentbit,0.06,20.93
load,vvc-fluentbit,0.06,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.09,21.03
load,vvc-fluentbit,0.09,21.03
load,vvc-fluentbit,0.09,21.03
load,vvc-fluentbit,0.05,21.03
load,vvc-fluentbit,0.05,21.03
load,vvc-fluentbit,0.06,20.94
load,vvc-fluentbit,0.06,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.09,20.95
load,vvc-fluentbit,0.09,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.07,20.95
load,vvc-fluentbit,0.07,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.08,21.07
load,vvc-fluentbit,0.08,21.07
load,vvc-fluentbit,0.05,20.97
load,vvc-fluentbit,0.05,20.97
load,vvc-fluentbit,0.05,20.97
load,vvc-fluentbit,31.35,22.32
load,vvc-fluentbit,31.35,22.32
load,vvc-fluentbit,38.82,89.62
load,vvc-fluentbit,38.82,89.62
load,vvc-fluentbit,45.89,76.89
load,vvc-fluentbit,45.89,76.89
load,vvc-fluentbit,0.12,76.73
load,vvc-fluentbit,0.12,76.73
load,vvc-fluentbit,2.34,76.95
load,vvc-fluentbit,2.34,76.95
load,vvc-fluentbit,2.34,76.95
