phase,container,cpu_pct,mem_mb
idle,vvc-fluentbit,0.00,21.09
idle,vvc-fluentbit,0.00,21.09
idle,vvc-fluentbit,0.05,20.95
idle,vvc-fluentbit,0.05,20.95
idle,vvc-fluentbit,0.05,20.96
idle,vvc-fluentbit,0.05,20.96
idle,vvc-fluentbit,0.09,20.93
idle,vvc-fluentbit,0.09,20.93
idle,vvc-fluentbit,0.09,20.93
idle,vvc-fluentbit,0.06,21.06
idle,vvc-fluentbit,0.06,21.06
idle,vvc-fluentbit,0.06,21.06
idle,vvc-fluentbit,0.06,21.06
idle,vvc-fluentbit,0.06,21.05
idle,vvc-fluentbit,0.06,21.05
idle,vvc-fluentbit,0.05,21.05
idle,vvc-fluentbit,0.05,21.05
idle,vvc-fluentbit,0.09,20.93
load,vvc-fluentbit,0.00,20.89
load,vvc-fluentbit,0.00,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.09,21
load,vvc-fluentbit,0.09,21
load,vvc-fluentbit,0.06,21
load,vvc-fluentbit,0.06,21
load,vvc-fluentbit,0.06,21
load,vvc-fluentbit,0.06,21
load,vvc-fluentbit,0.06,21
load,vvc-fluentbit,0.06,20.88
load,vvc-fluentbit,0.06,20.88
load,vvc-fluentbit,0.09,20.88
load,vvc-fluentbit,0.09,20.88
load,vvc-fluentbit,0.24,20.99
load,vvc-fluentbit,0.24,20.99
load,vvc-fluentbit,0.09,20.88
load,vvc-fluentbit,0.09,20.88
load,vvc-fluentbit,0.06,20.88
load,vvc-fluentbit,0.06,20.88
load,vvc-fluentbit,0.06,20.88
load,vvc-fluentbit,0.05,20.88
load,vvc-fluentbit,0.05,20.88
load,vvc-fluentbit,0.06,20.88
load,vvc-fluentbit,0.06,20.88
load,vvc-fluentbit,0.09,20.89
load,vvc-fluentbit,0.09,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.09,21.01
load,vvc-fluentbit,0.09,21.01
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.05,20.93
load,vvc-fluentbit,0.10,20.93
load,vvc-fluentbit,0.10,20.93
load,vvc-fluentbit,0.06,20.93
load,vvc-fluentbit,0.06,20.93
load,vvc-fluentbit,0.06,20.93
load,vvc-fluentbit,0.06,20.93
load,vvc-fluentbit,0.08,20.96
load,vvc-fluentbit,0.08,20.96
load,vvc-fluentbit,0.08,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.09,20.94
load,vvc-fluentbit,0.09,20.94
load,vvc-fluentbit,0.09,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.06,20.94
load,vvc-fluentbit,0.06,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.09,20.95
load,vvc-fluentbit,0.09,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.05,20.95
load,vvc-fluentbit,0.09,20.94
load,vvc-fluentbit,0.09,20.94
load,vvc-fluentbit,0.06,20.94
load,vvc-fluentbit,0.06,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.06,20.94
load,vvc-fluentbit,0.06,20.94
load,vvc-fluentbit,0.06,20.94
load,vvc-fluentbit,0.06,20.94
load,vvc-fluentbit,0.06,20.94
load,vvc-fluentbit,0.09,20.94
load,vvc-fluentbit,0.09,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.05,20.94
load,vvc-fluentbit,0.06,20.94
load,vvc-fluentbit,0.06,20.94
load,vvc-fluentbit,0.07,20.94
load,vvc-fluentbit,0.07,20.94
load,vvc-fluentbit,0.07,20.94
load,vvc-fluentbit,0.11,20.94
load,vvc-fluentbit,0.11,20.94
load,vvc-fluentbit,31.97,21.67
load,vvc-fluentbit,31.97,21.67
load,vvc-fluentbit,93.44,63.41
load,vvc-fluentbit,93.44,63.41
load,vvc-fluentbit,101.66,89.29
load,vvc-fluentbit,101.66,89.29
load,vvc-fluentbit,97.11,71.71
load,vvc-fluentbit,97.11,71.71
load,vvc-fluentbit,97.11,71.71
load,vvc-fluentbit,98.84,73.21
load,vvc-fluentbit,98.84,73.21
load,vvc-fluentbit,97.58,80.77
