phase,container,cpu_pct,mem_mb
idle,vvc-fluentbit,0.00,20.87
idle,vvc-fluentbit,0.00,20.87
idle,vvc-fluentbit,0.00,20.87
idle,vvc-fluentbit,0.00,20.87
idle,vvc-fluentbit,--,-- 
idle,vvc-fluentbit,0.09,20.93
idle,vvc-fluentbit,0.09,20.93
idle,vvc-fluentbit,0.06,20.93
idle,vvc-fluentbit,0.06,20.93
idle,vvc-fluentbit,0.05,20.94
idle,vvc-fluentbit,0.05,20.94
idle,vvc-fluentbit,0.06,20.94
idle,vvc-fluentbit,0.06,20.94
idle,vvc-fluentbit,0.06,20.94
idle,vvc-fluentbit,0.05,20.94
idle,vvc-fluentbit,0.05,20.94
idle,vvc-fluentbit,0.10,20.94
idle,vvc-fluentbit,0.10,20.94
load,vvc-fluentbit,0.00,20.87
load,vvc-fluentbit,0.00,20.87
load,vvc-fluentbit,0.10,20.87
load,vvc-fluentbit,0.10,20.87
load,vvc-fluentbit,0.06,20.87
load,vvc-fluentbit,0.06,20.87
load,vvc-fluentbit,0.07,20.87
load,vvc-fluentbit,0.07,20.87
load,vvc-fluentbit,0.07,20.87
load,vvc-fluentbit,0.07,20.87
load,vvc-fluentbit,--,-- 
load,vvc-fluentbit,0.07,20.89
load,vvc-fluentbit,0.07,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.14,20.89
load,vvc-fluentbit,0.14,20.89
load,vvc-fluentbit,0.14,20.89
load,vvc-fluentbit,0.07,20.89
load,vvc-fluentbit,0.07,20.89
load,vvc-fluentbit,0.07,20.89
load,vvc-fluentbit,0.09,20.99
load,vvc-fluentbit,0.09,20.99
load,vvc-fluentbit,0.09,20.99
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.06,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.05,20.89
load,vvc-fluentbit,0.07,20.89
load,vvc-fluentbit,0.07,20.89
load,vvc-fluentbit,0.09,20.92
load,vvc-fluentbit,0.09,20.92
load,vvc-fluentbit,0.09,20.92
load,vvc-fluentbit,0.09,20.92
load,vvc-fluentbit,0.07,20.92
load,vvc-fluentbit,0.07,20.92
load,vvc-fluentbit,0.07,20.92
load,vvc-fluentbit,0.07,20.92
load,vvc-fluentbit,0.06,20.92
load,vvc-fluentbit,0.06,20.92
load,vvc-fluentbit,0.06,20.92
load,vvc-fluentbit,0.07,20.92
load,vvc-fluentbit,0.07,20.92
load,vvc-fluentbit,0.09,20.95
load,vvc-fluentbit,0.09,20.95
load,vvc-fluentbit,0.07,20.95
load,vvc-fluentbit,0.07,20.95
load,vvc-fluentbit,0.07,20.95
load,vvc-fluentbit,0.07,20.95
load,vvc-fluentbit,0.07,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.11,20.96
load,vvc-fluentbit,0.11,20.96
load,vvc-fluentbit,0.11,20.96
load,vvc-fluentbit,0.10,20.96
load,vvc-fluentbit,0.10,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.10,20.96
load,vvc-fluentbit,0.10,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.07,20.96
load,vvc-fluentbit,0.07,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.09,20.95
load,vvc-fluentbit,0.09,20.95
load,vvc-fluentbit,0.09,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.10,20.96
load,vvc-fluentbit,0.10,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.06,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.05,20.96
load,vvc-fluentbit,0.13,20.95
load,vvc-fluentbit,0.13,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.06,20.95
load,vvc-fluentbit,0.47,21.1
load,vvc-fluentbit,0.47,21.1
load,vvc-fluentbit,0.47,21.1
load,vvc-fluentbit,92.74,26.23
load,vvc-fluentbit,92.74,26.23
load,vvc-fluentbit,99.73,61.49
load,vvc-fluentbit,99.73,61.49
load,vvc-fluentbit,77.00,89.63
load,vvc-fluentbit,77.00,89.63
load,vvc-fluentbit,77.00,89.63
load,vvc-fluentbit,11.23,72.63
load,vvc-fluentbit,11.23,72.63
load,vvc-fluentbit,11.23,72.63
load,vvc-fluentbit,6.82,75.52
